Wavelength,AbsorptionRate,Transmission,OpticalDensity,Material
789,7.13E-16,83.94125081,56.69946891,ITO
790,5.74E-16,83.92699864,41.53103807,ITO
791,5.09E-16,83.91205494,53.05302837,ITO
792,4.44E-16,83.8963118,39.12567458,ITO
793,3.79E-16,83.8796613,53.62554874,ITO
794,3.14E-16,83.86199556,45.85989061,ITO
795,2.51E-16,83.84320664,58.09533037,ITO
796,2.22E-16,83.82318664,67.12039921,ITO
797,1.94E-16,83.80182766,61.36930018,ITO
798,1.65E-16,83.77902178,66.09262845,ITO
799,1.37E-16,83.7546611,71.72269778,ITO
800,1.08E-16,83.7286377,82.71792205,ITO
300,0.870783918,22.42419626,61210.80499,MZO
301,0.878121193,22.31129583,61165.69993,MZO
302,0.885458468,22.21542881,57068.34166,MZO
303,0.892795743,22.14140689,55588.71391,MZO
304,0.900133017,22.09404173,54202.96507,MZO
305,0.907470292,22.07814501,53614.99188,MZO
306,0.913400667,22.09852838,49580.08251,MZO
307,0.919256206,22.16000353,50516.54401,MZO
308,0.925111746,22.26738211,44441.93665,MZO
309,0.930967285,22.42547581,43806.5869,MZO
310,0.936822825,22.63909629,41693.99446,MZO
311,0.941197546,22.91305522,40736.92933,MZO
312,0.945405882,23.25216427,42179.52754,MZO
313,0.949614219,23.66123511,38990.46509,MZO
314,0.953822555,24.14507941,34494.6136,MZO
315,0.958030892,24.70850884,36573.87704,MZO
316,0.960737838,25.35633506,34142.43048,MZO
317,0.96317668,26.09336976,32708.6976,MZO
318,0.965615521,26.9244246,32605.85503,MZO
319,0.968054362,27.85431125,29923.70209,MZO
320,0.970493203,28.88784137,29148.92134,MZO
321,0.971461597,30.02982664,28138.61876,MZO
322,0.972057725,31.28642154,26159.13388,MZO
323,0.972653853,32.6736691,25275.11423,MZO
324,0.97324998,34.21203062,22156.93685,MZO
325,0.973846108,35.92198791,22357.57766,MZO
326,0.973049537,37.82402279,18542.95987,MZO
327,0.971782458,39.93861708,18347.35486,MZO
328,0.97051538,42.2862526,17013.08925,MZO
329,0.969248301,44.88606584,18111.207,MZO
330,0.967981223,47.72493438,17850.33889,MZO
331,0.965438811,50.75672819,16042.13915,MZO
332,0.962341908,53.93382219,15684.87236,MZO
333,0.959245004,57.20859127,14360.2975,MZO
334,0.956148101,60.53341033,13693.59281,MZO
335,0.953051197,63.86065429,11609.56175,MZO
336,0.948826852,67.14269803,10815.31966,MZO
337,0.943985938,70.33191647,11924.51935,MZO
338,0.939145024,73.38068449,10076.85388,MZO
339,0.93430411,76.24754011,8349.790412,MZO
340,0.929463196,78.91655747,8116.308634,MZO
341,0.923662961,81.37842357,8107.201428,MZO
342,0.917212338,83.6238254,9220.87224,MZO
343,0.910761715,85.64344997,7127.266817,MZO
344,0.904311092,87.42798429,6854.462733,MZO
345,0.897860469,88.96811536,6425.570885,MZO
346,0.890628146,90.25654881,4528.844918,MZO
347,0.882744406,91.30849277,4949.522692,MZO
348,0.874860665,92.15322797,4332.54223,MZO
349,0.866976924,92.82025047,4955.836809,MZO
350,0.859093184,93.33905634,5031.287353,MZO
351,0.850604472,93.73914164,3033.821776,MZO
352,0.841498443,94.05000244,3074.959928,MZO
353,0.832392414,94.3011348,3508.901547,MZO
354,0.823286385,94.52077855,2164.822237,MZO
355,0.814180357,94.72089772,2287.266282,MZO
356,0.804635835,94.90210332,1996.315222,MZO
357,0.794543196,95.06477483,1086.235809,MZO
358,0.784450558,95.20929176,1287.265738,MZO
359,0.77435792,95.33603359,1477.717468,MZO
360,0.764265282,95.44537983,1115.118111,MZO
361,0.753882617,95.53770998,819.9150469,MZO
362,0.743053756,95.61340352,870.8679621,MZO
363,0.732224895,95.67283996,307.8852288,MZO
364,0.721396034,95.71639879,192.2435103,MZO
365,0.710567173,95.74447675,59.17910767,MZO
366,0.699572978,95.75766695,57.43083911,MZO
367,0.688262702,95.75668724,52.87630758,MZO
368,0.676952427,95.74225746,43.79790407,MZO
369,0.665642151,95.71509745,35.55228849,MZO
370,0.654331875,95.67592707,63.22871918,MZO
371,0.642953633,95.62546616,52.1174336,MZO
372,0.631411331,95.56443456,52.59607855,MZO
373,0.619869029,95.49355213,60.45106359,MZO
374,0.608326727,95.4135387,52.73726958,MZO
375,0.596784425,95.32511412,53.15284523,MZO
376,0.585242867,95.22899824,67.74633197,MZO
377,0.573703632,95.1259109,64.55127018,MZO
378,0.562164398,95.01657195,64.52419963,MZO
379,0.550625163,94.90170124,41.24578426,MZO
380,0.539085929,94.7820186,47.64075929,MZO
381,0.527588222,94.65824389,61.74866506,MZO
382,0.516265367,94.53109695,32.21286551,MZO
383,0.504942513,94.40129763,49.30008453,MZO
384,0.493619658,94.26956578,56.04605225,MZO
385,0.482296803,94.13662123,42.79012614,MZO
386,0.471030813,94.00318383,42.3194625,MZO
387,0.460110071,93.86997343,48.30775067,MZO
388,0.449189329,93.73770988,52.43328204,MZO
389,0.438268586,93.60711302,46.61098529,MZO
390,0.427347844,93.4789027,45.22255126,MZO
391,0.416477676,93.35379876,37.85939761,MZO
392,0.406113248,93.23248547,51.6847031,MZO
393,0.39574882,93.11516544,50.50758129,MZO
394,0.385384393,93.0016948,56.40584973,MZO
395,0.375019965,92.89192207,55.53823437,MZO
396,0.364682887,92.78569577,52.61812631,MZO
397,0.354995372,92.68286443,56.70319867,MZO
398,0.345307858,92.58327655,48.89372342,MZO
399,0.335620343,92.48678067,56.12112058,MZO
400,0.325932828,92.39322529,51.29433431,MZO
401,0.316245314,92.30245894,58.05459125,MZO
402,0.307313701,92.21433014,66.37849346,MZO
403,0.298389801,92.12868741,45.77743468,MZO
404,0.289465901,92.04537927,50.22843835,MZO
405,0.280542002,91.96425423,68.49959509,MZO
406,0.271618102,91.88516082,62.4090758,MZO
407,0.263462353,91.80794755,55.1372552,MZO
408,0.255356161,91.73246295,55.94997763,MZO
409,0.24724997,91.65855554,59.45338465,MZO
410,0.239143778,91.58607383,60.90998031,MZO
411,0.231037587,91.51486634,59.08953854,MZO
412,0.223679651,91.4447816,55.27983741,MZO
413,0.216415247,91.37566812,49.75494224,MZO
414,0.209150842,91.30737443,63.69551238,MZO
415,0.201886438,91.23974904,59.3706824,MZO
416,0.194622034,91.17264046,50.15452697,MZO
417,0.188061394,91.10591124,51.51057738,MZO
418,0.181636419,91.03953734,54.08960974,MZO
419,0.175211445,90.97354968,59.09251185,MZO
420,0.168786471,90.90797959,47.7600353,MZO
421,0.162361496,90.84285837,34.1095832,MZO
422,0.156578535,90.77821732,47.64402416,MZO
423,0.150968423,90.71408774,67.72257636,MZO
424,0.145358311,90.65050096,51.6598741,MZO
425,0.1397482,90.58748826,55.78502174,MZO
426,0.134138088,90.52508097,56.43705173,MZO
427,0.129097693,90.46331037,68.16906928,MZO
428,0.12426021,90.40220779,65.80225438,MZO
429,0.119422727,90.34180452,52.20709321,MZO
430,0.114585244,90.28213187,48.43920783,MZO
431,0.109747761,90.22322115,52.81416306,MZO
432,0.105402967,90.16510366,56.07518334,MZO
433,0.10128278,90.10781072,66.62851858,MZO
434,0.097162593,90.05137361,53.94965992,MZO
435,0.093042407,89.99582366,44.85125874,MZO
436,0.08892222,89.94119216,55.26990478,MZO
437,0.085217709,89.88751043,45.91895054,MZO
438,0.081750728,89.83480977,46.80163038,MZO
439,0.078283746,89.78312148,63.08660044,MZO
440,0.074816765,89.73247687,67.90610533,MZO
441,0.071349783,89.68290725,58.78275559,MZO
442,0.068225109,89.63443616,48.84600257,MZO
443,0.065342411,89.58704734,44.97743733,MZO
444,0.062459713,89.54071185,53.37599351,MZO
445,0.059577015,89.49540076,55.12655808,MZO
446,0.056694318,89.4510851,53.99944723,MZO
447,0.054086744,89.40773593,56.44415843,MZO
448,0.051717957,89.36532431,54.0954569,MZO
449,0.049349171,89.32382128,64.70144202,MZO
450,0.046980384,89.2831979,60.95366559,MZO
451,0.044611597,89.24342522,68.67857835,MZO
452,0.042458497,89.20447429,68.53316178,MZO
453,0.040534565,89.16631616,49.04092108,MZO
454,0.038610632,89.12892189,54.55294568,MZO
455,0.036686699,89.09226253,49.3503083,MZO
456,0.034762766,89.05630913,59.39138706,MZO
457,0.033003554,89.02103273,70.10661423,MZO
458,0.031458862,88.9864044,66.38108968,MZO
459,0.029914169,88.95239519,57.1524812,MZO
460,0.028369476,88.91897614,42.68004912,MZO
461,0.026824784,88.88611831,53.36017072,MZO
462,0.025402377,88.85379276,42.83067513,MZO
463,0.024176272,88.82197052,56.58986699,MZO
464,0.022950167,88.79062266,62.20519197,MZO
465,0.021724062,88.75972023,60.09605013,MZO
466,0.020497956,88.72923428,63.23099622,MZO
467,0.019359803,88.69913586,60.57610852,MZO
468,0.018397555,88.66939602,63.18801118,MZO
469,0.017435307,88.63998582,63.341288,MZO
470,0.016473059,88.61087631,47.68903887,MZO
471,0.015510811,88.58203853,52.25450227,MZO
472,0.014609521,88.55344355,47.85449781,MZO
473,0.013862804,88.52506241,63.35168902,MZO
474,0.013116087,88.49686616,57.98685263,MZO
475,0.01236937,88.46882587,55.71686207,MZO
476,0.011622653,88.44091257,51.35671967,MZO
477,0.010916291,88.41309732,46.29675372,MZO
478,0.010343275,88.38535118,58.69951946,MZO
479,0.009770259,88.35764519,58.2198416,MZO
480,0.009197243,88.32995044,54.26337819,MZO
481,0.008624227,88.30224796,54.46328245,MZO
482,0.008076331,88.27454253,39.31235522,MZO
483,0.007641472,88.24684245,52.58129903,MZO
484,0.007206613,88.21915596,69.43319614,MZO
485,0.006771754,88.19149136,52.20220625,MZO
486,0.006336896,88.1638569,44.59768677,MZO
487,0.005916281,88.13626086,39.78600117,MZO
488,0.005589899,88.10871152,37.50486234,MZO
489,0.005263517,88.08121715,41.61048852,MZO
490,0.004937134,88.05378602,54.35627134,MZO
491,0.004610752,88.0264264,67.81410637,MZO
492,0.004291166,87.99914656,54.78323301,MZO
493,0.004048881,87.97195478,49.74459934,MZO
494,0.003806597,87.94485933,61.31387443,MZO
495,0.003564312,87.91786848,48.82097166,MZO
496,0.003322028,87.8909905,39.20774043,MZO
497,0.003081695,87.86423367,53.55404676,MZO
498,0.002903799,87.83760626,59.13857234,MZO
499,0.002725902,87.81111654,53.03114878,MZO
500,0.002548006,87.78477278,41.44995432,MZO
501,0.00237011,87.75858326,37.1810502,MZO
502,0.002192214,87.73255625,45.88181933,MZO
503,0.002062028,87.70670001,48.1109787,MZO
504,0.001932827,87.68102283,49.579236,MZO
505,0.001803625,87.65553298,54.04787309,MZO
506,0.001674423,87.63023872,56.14377666,MZO
507,0.001545221,87.60514834,63.64799178,MZO
508,0.001449826,87.58027009,61.61533286,MZO
509,0.001357004,87.55561226,61.00200866,MZO
510,0.001264182,87.53118312,52.34125471,MZO
511,0.00117136,87.50699094,42.40379272,MZO
512,0.001078538,87.48304399,49.85063569,MZO
513,0.001009316,87.45935054,57.95743925,MZO
514,0.000943348,87.43591888,54.88025111,MZO
515,0.000877381,87.41275726,47.92535451,MZO
516,0.000811413,87.38987396,52.51932218,MZO
517,0.000745446,87.36727726,45.96448077,MZO
518,0.000695704,87.34497542,48.55299149,MZO
519,0.000649325,87.32297672,61.00584589,MZO
520,0.000602946,87.30128944,55.23953891,MZO
521,0.000556567,87.27992183,55.41909986,MZO
522,0.000510189,87.25888219,50.70140091,MZO
523,0.000474793,87.23817877,45.15635022,MZO
524,0.000442535,87.21781985,58.86556694,MZO
525,0.000410278,87.19781371,64.06585998,MZO
526,0.00037802,87.17816861,44.64042097,MZO
527,0.000345763,87.15889283,43.91947078,MZO
528,0.000320822,87.13999464,44.18024556,MZO
529,0.000298626,87.12148231,57.73310145,MZO
530,0.000276429,87.10336225,68.7184507,MZO
531,0.000254233,87.08563681,57.24488492,MZO
532,0.000232036,87.06830773,44.28074696,MZO
533,0.000214635,87.05137678,47.18383655,MZO
534,0.000199524,87.03484573,50.09472044,MZO
535,0.000184414,87.01871633,53.19229496,MZO
536,0.000169303,87.00299036,56.33110017,MZO
537,0.000154192,86.98766957,70.35249104,MZO
538,0.000142171,86.97275572,69.02876027,MZO
539,0.000131993,86.95825059,63.62053176,MZO
540,0.000121816,86.94415593,54.27965546,MZO
541,0.000111638,86.93047351,35.66827037,MZO
542,0.00010146,86.91720509,50.7391038,MZO
543,9.32E-05,86.90435243,58.23500849,MZO
544,8.65E-05,86.8919173,57.67463753,MZO
545,7.97E-05,86.87990146,47.27614497,MZO
546,7.29E-05,86.86830667,53.67725178,MZO
547,6.61E-05,86.8571347,61.2147545,MZO
548,6.05E-05,86.84638731,43.95872928,MZO
549,5.61E-05,86.83606626,46.86891008,MZO
550,5.16E-05,86.82617332,60.51532665,MZO
551,4.71E-05,86.81671024,52.45210466,MZO
552,4.27E-05,86.8076788,46.28480503,MZO
553,3.89E-05,86.79908076,60.22168409,MZO
554,3.60E-05,86.79091787,69.52300241,MZO
555,3.31E-05,86.78319191,57.30738382,MZO
556,3.02E-05,86.77590463,53.43167053,MZO
557,2.72E-05,86.7690578,53.93885046,MZO
558,2.48E-05,86.76265318,52.51385497,MZO
559,2.29E-05,86.75669254,67.13029662,MZO
560,2.10E-05,86.75117763,55.18315228,MZO
561,1.91E-05,86.74611023,46.52572581,MZO
562,1.72E-05,86.74149209,54.95461822,MZO
563,1.56E-05,86.73732498,54.31768291,MZO
564,1.44E-05,86.73361066,47.6959246,MZO
565,1.32E-05,86.7303509,49.19326857,MZO
566,1.20E-05,86.72754745,52.40165764,MZO
567,1.08E-05,86.72520208,53.25240161,MZO
568,9.74E-06,86.72331656,51.87606462,MZO
569,8.98E-06,86.72189265,63.49160889,MZO
570,8.22E-06,86.7209321,55.29843256,MZO
571,7.46E-06,86.72043669,36.1039268,MZO
572,6.70E-06,86.72040818,49.34588974,MZO
573,6.01E-06,86.72084833,58.00441692,MZO
574,5.54E-06,86.7217589,57.53620392,MZO
575,5.06E-06,86.72314023,49.66224082,MZO
576,4.59E-06,86.72498443,46.95069886,MZO
577,4.11E-06,86.7272806,42.65082489,MZO
578,3.68E-06,86.73001788,53.49536604,MZO
579,3.38E-06,86.73318539,54.58161225,MZO
580,3.09E-06,86.73677225,49.8988425,MZO
581,2.80E-06,86.74076757,47.99825912,MZO
582,2.50E-06,86.74516049,39.98655014,MZO
583,2.23E-06,86.74994012,36.49994784,MZO
584,2.05E-06,86.75509558,42.33728264,MZO
585,1.87E-06,86.760616,49.02862694,MZO
586,1.69E-06,86.7664905,41.50257185,MZO
587,1.51E-06,86.77270819,44.87545527,MZO
588,1.33E-06,86.77925821,56.43124001,MZO
589,1.23E-06,86.78612967,56.72239292,MZO
590,1.12E-06,86.79331169,55.29007524,MZO
591,1.01E-06,86.8007934,52.66227703,MZO
592,8.98E-07,86.80856392,63.21834602,MZO
593,7.92E-07,86.81661237,55.1373323,MZO
594,7.26E-07,86.82492786,52.79007134,MZO
595,6.61E-07,86.83349953,57.07809307,MZO
596,5.96E-07,86.84231649,47.04068059,MZO
597,5.30E-07,86.85136787,49.2555468,MZO
598,4.65E-07,86.86064279,61.38169603,MZO
599,4.26E-07,86.87013036,68.10601994,MZO
600,3.88E-07,86.87981972,58.96943756,MZO
601,3.49E-07,86.88969997,54.87396383,MZO
602,3.10E-07,86.89976025,46.91613404,MZO
603,2.71E-07,86.90998968,49.25702475,MZO
604,2.48E-07,86.92037737,50.97905188,MZO
605,2.25E-07,86.93091245,59.36922874,MZO
606,2.02E-07,86.94158405,58.65520922,MZO
607,1.79E-07,86.95238127,49.57290404,MZO
608,1.57E-07,86.96329325,68.33251849,MZO
609,1.43E-07,86.9743091,54.6578888,MZO
610,1.29E-07,86.98541794,51.8220539,MZO
611,1.16E-07,86.99660891,64.39739838,MZO
612,1.03E-07,87.00787112,63.02214604,MZO
613,8.95E-08,87.01919369,50.55387152,MZO
614,8.12E-08,87.03056574,61.97174195,MZO
615,7.36E-08,87.04197639,65.66195413,MZO
616,6.59E-08,87.05341477,48.35988393,MZO
617,5.83E-08,87.06487,44.14019354,MZO
618,5.07E-08,87.0763312,50.24634056,MZO
619,4.58E-08,87.08778749,46.19649907,MZO
620,4.14E-08,87.099228,38.29550963,MZO
621,3.71E-08,87.11064184,59.64079377,MZO
622,3.28E-08,87.12201813,60.08950165,MZO
623,2.84E-08,87.133346,51.43034264,MZO
624,2.56E-08,87.14461457,51.27533712,MZO
625,2.31E-08,87.15581297,41.55014683,MZO
626,2.07E-08,87.1669303,39.5324245,MZO
627,1.82E-08,87.1779557,51.77997058,MZO
628,1.58E-08,87.18887828,56.2025668,MZO
629,1.41E-08,87.19968718,46.76767907,MZO
630,1.28E-08,87.2103715,48.63978759,MZO
631,1.14E-08,87.22092037,59.06477572,MZO
632,1.00E-08,87.23132292,55.70215635,MZO
633,8.68E-09,87.24156825,72.83138413,MZO
634,7.73E-09,87.25164551,54.37690373,MZO
635,6.98E-09,87.26154382,45.3656398,MZO
636,6.23E-09,87.27125679,66.58219686,MZO
637,5.48E-09,87.28078783,54.92044766,MZO
638,4.73E-09,87.29014164,47.38163887,MZO
639,4.19E-09,87.29932295,62.71024219,MZO
640,3.78E-09,87.30833647,58.0615704,MZO
641,3.37E-09,87.31718691,51.94236641,MZO
642,2.96E-09,87.32587898,48.12078121,MZO
643,2.55E-09,87.33441741,46.11944104,MZO
644,2.25E-09,87.34280691,39.45100397,MZO
645,2.02E-09,87.35105219,50.90486156,MZO
646,1.80E-09,87.35915796,55.16823684,MZO
647,1.58E-09,87.36712894,46.62948414,MZO
648,1.36E-09,87.37496985,45.69523101,MZO
649,1.19E-09,87.3826854,35.34168511,MZO
650,1.07E-09,87.3902803,53.57651499,MZO
651,9.55E-10,87.39775927,59.61250192,MZO
652,8.37E-10,87.40512703,60.59723893,MZO
653,7.19E-10,87.41238828,58.97399414,MZO
654,6.27E-10,87.41954774,71.09932075,MZO
655,5.64E-10,87.42661014,67.91379955,MZO
656,5.01E-10,87.43358017,61.04176204,MZO
657,4.39E-10,87.44046256,62.49702815,MZO
658,3.76E-10,87.44726203,69.30568896,MZO
659,3.26E-10,87.45398328,56.42885948,MZO
660,2.93E-10,87.46063102,61.21467296,MZO
661,2.60E-10,87.46720999,49.75819122,MZO
662,2.28E-10,87.47372488,47.14369043,MZO
663,1.95E-10,87.48018042,50.68542071,MZO
664,1.68E-10,87.48658132,60.56449942,MZO
665,1.51E-10,87.49293229,68.64724149,MZO
666,1.34E-10,87.49923804,72.54497408,MZO
667,1.17E-10,87.5055033,43.4727674,MZO
668,1.00E-10,87.51173278,50.53263593,MZO
669,8.56E-11,87.51793119,50.83869409,MZO
670,7.69E-11,87.52410325,44.1673892,MZO
671,6.82E-11,87.53025366,46.57054694,MZO
672,5.95E-11,87.53638716,52.70264359,MZO
673,5.08E-11,87.54250844,62.33274332,MZO
674,4.32E-11,87.54862223,72.82669697,MZO
675,3.88E-11,87.55473323,63.23589312,MZO
676,3.44E-11,87.56084618,61.51030746,MZO
677,3.00E-11,87.56696577,71.98687983,MZO
678,2.56E-11,87.57309672,73.48419211,MZO
679,2.16E-11,87.57924375,57.55328956,MZO
680,1.94E-11,87.58541157,46.60417279,MZO
681,1.72E-11,87.5916049,60.07066946,MZO
682,1.50E-11,87.59782846,73.69572825,MZO
683,1.27E-11,87.60408694,55.71814235,MZO
684,1.07E-11,87.61038508,45.05360369,MZO
685,9.59E-12,87.61672759,41.16564496,MZO
686,8.49E-12,87.62311917,57.78748302,MZO
687,7.38E-12,87.62956455,74.60026991,MZO
688,6.28E-12,87.63606844,61.26473709,MZO
689,5.24E-12,87.64263556,51.65622419,MZO
690,4.69E-12,87.64927061,59.31462098,MZO
691,4.15E-12,87.65597831,53.80634452,MZO
692,3.61E-12,87.66276339,51.30284448,MZO
693,3.07E-12,87.66963054,61.61294237,MZO
694,2.54E-12,87.67658449,64.2108854,MZO
695,2.28E-12,87.68362996,43.93472642,MZO
696,2.01E-12,87.69077165,66.34414228,MZO
697,1.75E-12,87.69801428,81.16905264,MZO
698,1.48E-12,87.70536256,72.4820034,MZO
699,1.22E-12,87.71282122,62.58959039,MZO
700,1.09E-12,87.72039496,60.13915683,MZO
701,9.64E-13,87.7280885,41.36938529,MZO
702,8.37E-13,87.73590655,52.43013457,MZO
703,7.10E-13,87.74385383,29.63260566,MZO
704,5.82E-13,87.75193506,40.6537459,MZO
705,5.19E-13,87.76015494,75.25523695,MZO
706,4.58E-13,87.7685182,68.81215002,MZO
707,3.97E-13,87.77702954,71.29143495,MZO
708,3.36E-13,87.78569368,63.07617622,MZO
709,2.75E-13,87.79451534,78.40820684,MZO
710,2.44E-13,87.80349923,66.01188741,MZO
711,2.15E-13,87.81265006,58.20961388,MZO
712,1.86E-13,87.82197256,67.33802798,MZO
713,1.58E-13,87.83147143,58.72964048,MZO
714,1.29E-13,87.84115139,50.64807421,MZO
715,1.14E-13,87.85101715,51.38240631,MZO
716,1.00E-13,87.86107343,69.12371048,MZO
717,8.67E-14,87.87132494,48.14135223,MZO
718,7.33E-14,87.8817764,41.46270053,MZO
719,5.99E-14,87.89243253,58.09543188,MZO
720,5.23E-14,87.90329803,55.24383663,MZO
721,4.61E-14,87.91437762,62.88498758,MZO
722,3.99E-14,87.92567601,64.82959654,MZO
723,3.37E-14,87.93719776,47.43838316,MZO
724,2.75E-14,87.94894322,49.05333577,MZO
725,2.39E-14,87.96090839,59.56189977,MZO
726,2.10E-14,87.97308907,58.92322765,MZO
727,1.82E-14,87.98548108,62.61934788,MZO
728,1.54E-14,87.99808022,47.12134826,MZO
729,1.25E-14,88.01088228,46.56174741,MZO
730,1.08E-14,88.02388308,57.92041377,MZO
731,9.50E-15,88.03707841,57.20805606,MZO
732,8.21E-15,88.05046409,46.66686288,MZO
733,6.93E-15,88.06403591,58.43871392,MZO
734,5.64E-15,88.07778968,58.11375309,MZO
735,4.82E-15,88.0917212,47.79838928,MZO
736,4.25E-15,88.10582628,66.56108017,MZO
737,3.67E-15,88.12010072,64.28699339,MZO
738,3.09E-15,88.13454032,59.51201025,MZO
739,2.52E-15,88.1491409,54.08898933,MZO
740,2.13E-15,88.16389824,50.55411171,MZO
741,1.88E-15,88.17880816,64.82898837,MZO
742,1.62E-15,88.19386646,60.55451025,MZO
743,1.37E-15,88.20906894,70.05296398,MZO
744,1.11E-15,88.22441141,54.51778422,MZO
745,9.35E-16,88.23988967,65.68965291,MZO
746,8.23E-16,88.25549953,73.42780901,MZO
747,7.11E-16,88.27123678,61.28638453,MZO
748,5.98E-16,88.28709724,54.66362998,MZO
749,4.86E-16,88.30307671,72.02252812,MZO
750,4.06E-16,88.31917098,60.95103788,MZO
751,3.57E-16,88.33537587,39.92724171,MZO
752,3.08E-16,88.35168718,65.83427995,MZO
753,2.59E-16,88.36810071,63.9545788,MZO
754,2.10E-16,88.38461226,67.04738174,MZO
755,1.74E-16,88.40121765,56.75998658,MZO
756,1.53E-16,88.41791267,51.68709371,MZO
757,1.32E-16,88.43469313,67.34065128,MZO
758,1.11E-16,88.45155482,46.3011187,MZO
759,9.02E-17,88.46849357,37.60929949,MZO
760,7.41E-17,88.48550516,77.4079653,MZO
761,6.51E-17,88.5025854,61.08224407,MZO
762,5.62E-17,88.51973011,74.98263104,MZO
763,4.72E-17,88.53693507,56.59456875,MZO
764,3.83E-17,88.5541961,66.42365288,MZO
765,3.12E-17,88.57150899,56.33561224,MZO
766,2.74E-17,88.58886956,69.19493555,MZO
767,2.36E-17,88.6062736,56.92018688,MZO
768,1.99E-17,88.62371693,61.42196322,MZO
769,1.61E-17,88.64119533,49.44065758,MZO
770,1.30E-17,88.65870463,50.43129934,MZO
771,1.14E-17,88.67624062,40.80089149,MZO
772,9.84E-18,88.6937991,32.97170767,MZO
773,8.27E-18,88.71137588,38.54483199,MZO
774,6.70E-18,88.72896676,64.92132513,MZO
775,5.36E-18,88.74656755,42.08499172,MZO
776,4.71E-18,88.76417406,55.2206679,MZO
777,4.06E-18,88.78178207,56.4457063,MZO
778,3.41E-18,88.79938741,53.00593734,MZO
779,2.76E-18,88.81698587,63.58771903,MZO
780,2.19E-18,88.83457325,65.84578209,MZO
781,1.92E-18,88.85214536,59.23809319,MZO
782,1.66E-18,88.86969801,36.64399992,MZO
783,1.39E-18,88.887227,52.03141542,MZO
784,1.13E-18,88.90472812,63.70734285,MZO
785,8.84E-19,88.9221972,56.56251006,MZO
786,7.77E-19,88.93963002,57.67212686,MZO
787,6.69E-19,88.95702239,59.04486943,MZO
788,5.62E-19,88.97437012,61.76117447,MZO
789,4.54E-19,88.99166902,55.09646939,MZO
790,3.54E-19,89.00891488,52.61077406,MZO
791,3.11E-19,89.0261035,61.93443224,MZO
792,2.68E-19,89.0432307,58.9115367,MZO
793,2.25E-19,89.06029228,67.54276587,MZO
794,1.82E-19,89.07728403,71.25060414,MZO
795,1.40E-19,89.09420177,79.48589743,MZO
796,1.23E-19,89.1110413,36.17073992,MZO
797,1.06E-19,89.12779842,44.3169586,MZO
798,8.90E-20,89.14446894,64.08236485,MZO
799,7.19E-20,89.1610496,50.3742677,MZO
800,5.49E-20,89.1775393,46.34998371,MZO
300,0.692708184,5.357149945,77746.47322,ZnO
301,0.690999654,5.969920381,75778.1738,ZnO
302,0.689291123,6.592124428,74560.57385,ZnO
303,0.687582592,7.223007926,71397.78253,ZnO
304,0.685874061,7.861816716,67201.95441,ZnO
305,0.684165531,8.507796639,65965.33913,ZnO
306,0.682457,9.160193537,67218.21112,ZnO
307,0.680748469,9.818253249,63358.38785,ZnO
308,0.679039939,10.48122162,62052.86455,ZnO
309,0.677331408,11.14834448,60545.09278,ZnO
310,0.675622877,11.81886768,57890.48443,ZnO
311,0.67519539,12.49203707,51346.12881,ZnO
312,0.674767903,13.16709847,49071.99507,ZnO
313,0.674340416,13.84329773,51426.22244,ZnO
314,0.673912929,14.51988069,52155.03385,ZnO
315,0.673485442,15.20426366,48413.28166,ZnO
316,0.673057955,15.9508016,48840.41665,ZnO
317,0.672630468,16.83057946,42583.97618,ZnO
318,0.672214173,17.91470272,45528.03351,ZnO
319,0.671898605,19.27427685,41515.93101,ZnO
320,0.671583037,20.94737386,39872.83374,ZnO
321,0.671267469,22.79175627,35895.34448,ZnO
322,0.670951901,24.60397115,34038.80886,ZnO
323,0.670636332,26.18891639,34363.60837,ZnO
324,0.670320764,27.4907197,37289.06499,ZnO
325,0.670005196,28.56805847,31653.27985,ZnO
326,0.669689628,29.48301584,30177.29014,ZnO
327,0.672616761,30.29767499,30042.06807,ZnO
328,0.676933624,31.07411907,28691.50741,ZnO
329,0.681250487,31.87443123,27865.01357,ZnO
330,0.68556735,32.75408096,25349.35562,ZnO
331,0.689884213,33.7359018,24084.49938,ZnO
332,0.694201076,34.83267812,24763.58956,ZnO
333,0.698517939,36.05719147,22214.2141,ZnO
334,0.702834802,37.42222341,22173.79568,ZnO
335,0.707151665,38.94055551,21074.65279,ZnO
336,0.708787141,40.62465513,17920.78815,ZnO
337,0.710124685,42.45960934,18424.15808,ZnO
338,0.711462229,44.38226266,19462.60108,ZnO
339,0.712799773,46.32454855,15465.19172,ZnO
340,0.714137318,48.21840046,15889.42426,ZnO
341,0.715474862,49.99603738,13933.23995,ZnO
342,0.716812406,51.61136252,14733.35739,ZnO
343,0.71814995,53.05480729,12737.0201,ZnO
344,0.719487495,54.32031294,12950.70627,ZnO
345,0.720823007,55.4018444,13060.88896,ZnO
346,0.722157164,56.30404418,10620.75101,ZnO
347,0.723491321,57.05904632,11036.86229,ZnO
348,0.724825478,57.70334892,11183.99377,ZnO
349,0.726159635,58.27345008,9826.914872,ZnO
350,0.727493792,58.80581382,7851.596952,ZnO
351,0.728827949,59.32525386,6777.136077,ZnO
352,0.730162106,59.82797784,6516.548474,ZnO
353,0.731496263,60.3058826,7454.576026,ZnO
354,0.73283042,60.75086495,7026.484264,ZnO
