Wavelength,AbsorptionRate,Transmission,OpticalDensity,Material
355,0.739247612,61.15482172,5704.773477,ZnO
356,0.746935563,61.50964973,5277.886411,ZnO
357,0.754623514,61.80753784,5012.496555,ZnO
358,0.762311465,62.0467576,4624.796416,ZnO
359,0.769999416,62.23133031,4910.356211,ZnO
360,0.777687367,62.36550264,4768.322208,ZnO
361,0.785375317,62.45352131,3611.611924,ZnO
362,0.793063268,62.499633,3526.294363,ZnO
363,0.800751219,62.5080844,3182.833226,ZnO
364,0.80843917,62.48312222,2073.905148,ZnO
365,0.807125885,62.42899313,1714.730016,ZnO
366,0.792310746,62.34994385,2083.612649,ZnO
367,0.777495607,62.25022105,1662.488179,ZnO
368,0.762680468,62.13407143,1423.276935,ZnO
369,0.747865329,62.0057417,968.8409347,ZnO
370,0.73305019,61.86947853,1293.148714,ZnO
371,0.716430886,61.72952862,868.6617325,ZnO
372,0.69961112,61.59013868,960.9644995,ZnO
373,0.679284594,61.45525107,592.1469186,ZnO
374,0.657455172,61.32607665,273.3528618,ZnO
375,0.63562575,61.20238388,253.628636,ZnO
376,0.609926708,61.08392818,78.71786245,ZnO
377,0.575198555,60.970465,55.38744512,ZnO
378,0.540470403,60.86174976,73.17984012,ZnO
379,0.50574225,60.75753788,59.25243669,ZnO
380,0.471014097,60.65758481,39.12998684,ZnO
381,0.436285944,60.56164597,47.85908643,ZnO
382,0.407712263,60.4694768,43.44425868,ZnO
383,0.385293054,60.38083271,53.48418691,ZnO
384,0.362873845,60.29546915,53.60655138,ZnO
385,0.340454635,60.21314154,56.79155753,ZnO
386,0.318035426,60.13360531,74.8869266,ZnO
387,0.295616217,60.0566159,70.76866048,ZnO
388,0.280159791,59.98192873,66.72178953,ZnO
389,0.269345221,59.90933626,60.07299137,ZnO
390,0.258530652,59.83879793,64.74130306,ZnO
391,0.247716082,59.77032019,62.43042462,ZnO
392,0.236901513,59.70390951,53.60117308,ZnO
393,0.226086943,59.63957237,53.37667933,ZnO
394,0.21881139,59.57731523,64.21733835,ZnO
395,0.216844364,59.51714455,48.15589499,ZnO
396,0.214877337,59.45906682,56.7117298,ZnO
397,0.21291031,59.40308848,53.53876529,ZnO
398,0.210943283,59.34921602,67.80821942,ZnO
399,0.208976256,59.29745591,73.60791244,ZnO
400,0.20715159,59.2478146,54.41161468,ZnO
401,0.206608171,59.20029857,56.72555559,ZnO
402,0.206064752,59.15491428,56.61344023,ZnO
403,0.205521333,59.11166821,50.5211332,ZnO
404,0.204977913,59.07056683,36.65752395,ZnO
405,0.204434494,59.03161659,58.39261663,ZnO
406,0.203891075,58.99482397,43.70865822,ZnO
407,0.203347656,58.96019544,63.03767071,ZnO
408,0.202804236,58.92773747,64.52184536,ZnO
409,0.202260817,58.8974503,46.44457362,ZnO
410,0.201717398,58.86931122,47.15293766,ZnO
411,0.201069456,58.84329223,49.6006416,ZnO
412,0.200421515,58.81936531,54.81507208,ZnO
413,0.199773574,58.79750244,55.31959121,ZnO
414,0.199125632,58.77767561,59.04363941,ZnO
415,0.198477691,58.75985681,54.34301721,ZnO
416,0.19782975,58.74401803,54.17337188,ZnO
417,0.197181808,58.73013125,31.9133958,ZnO
418,0.196533867,58.71816846,46.36452697,ZnO
419,0.195885926,58.70810164,50.74995691,ZnO
420,0.195237984,58.69990279,46.6480577,ZnO
421,0.194437704,58.69354389,58.42875037,ZnO
422,0.193637424,58.68899693,45.1964309,ZnO
423,0.192837143,58.68623389,37.85151717,ZnO
424,0.192036863,58.68522676,55.24689542,ZnO
425,0.191236583,58.68594753,49.0605766,ZnO
426,0.190436302,58.68836819,56.45374557,ZnO
427,0.189636022,58.69246072,54.91479104,ZnO
428,0.188835742,58.6981971,62.90854266,ZnO
429,0.188035462,58.70554933,61.50529827,ZnO
430,0.187235181,58.7144894,35.19738553,ZnO
431,0.186400283,58.72498772,42.95305788,ZnO
432,0.185565385,58.73699156,57.53276297,ZnO
433,0.184730486,58.75043039,51.3775535,ZnO
434,0.183895588,58.76523321,51.84925516,ZnO
435,0.183060689,58.78132904,45.07990869,ZnO
436,0.182225791,58.7986469,61.1378704,ZnO
437,0.181390892,58.8171158,57.37291417,ZnO
438,0.180555994,58.83666476,54.33456369,ZnO
439,0.179721096,58.85722279,48.29948897,ZnO
440,0.178886197,58.87871891,42.82191732,ZnO
441,0.178096967,58.90108213,51.45634363,ZnO
442,0.177307737,58.92424146,45.23849601,ZnO
443,0.176518507,58.94812593,60.2183259,ZnO
444,0.175729277,58.97266454,54.76281253,ZnO
445,0.174940047,58.99778631,59.30376752,ZnO
446,0.174150817,59.02342026,65.89549702,ZnO
447,0.173361587,59.04949539,64.52082358,ZnO
448,0.172572357,59.07594074,62.41205129,ZnO
449,0.171783127,59.1026853,54.72953439,ZnO
450,0.170993897,59.1296581,50.93778819,ZnO
451,0.170288413,59.15679203,64.00945092,ZnO
452,0.169582929,59.18406504,64.86266236,ZnO
453,0.168877444,59.21148402,50.99087367,ZnO
454,0.16817196,59.23905636,44.44818629,ZnO
455,0.167466476,59.26678944,59.32884049,ZnO
456,0.166760991,59.29469064,48.11097944,ZnO
457,0.166055507,59.32276733,44.31921064,ZnO
458,0.165350023,59.35102691,44.73317831,ZnO
459,0.164644538,59.37947676,48.71495574,ZnO
460,0.163939054,59.40812424,55.89407019,ZnO
461,0.163384059,59.43697676,60.6051782,ZnO
462,0.162829065,59.46604168,54.94173621,ZnO
463,0.16227407,59.49532639,63.54761776,ZnO
464,0.161719075,59.52483827,59.76838858,ZnO
465,0.161164081,59.5545847,63.21180928,ZnO
466,0.160609086,59.58457307,41.97308549,ZnO
467,0.160054091,59.61481075,49.95763193,ZnO
468,0.159499096,59.64530512,61.10015606,ZnO
469,0.158944102,59.67606419,47.42205689,ZnO
470,0.158389107,59.70712061,51.01864318,ZnO
471,0.158118045,59.73853942,49.27438666,ZnO
472,0.157846983,59.77038791,45.96091255,ZnO
473,0.15757592,59.80273333,62.52428413,ZnO
474,0.157304858,59.83564296,69.76622943,ZnO
475,0.157033796,59.86918406,69.89211655,ZnO
476,0.156762734,59.9034239,63.61748397,ZnO
477,0.156491672,59.93842974,63.10473453,ZnO
478,0.15622061,59.97426886,45.72917204,ZnO
479,0.155949547,60.01100852,56.05659526,ZnO
480,0.155678485,60.04871598,65.55508165,ZnO
481,0.155678936,60.08745852,69.31897527,ZnO
482,0.155679386,60.1273034,58.92021398,ZnO
483,0.155679837,60.16831789,53.37488293,ZnO
484,0.155680287,60.21056925,56.13581427,ZnO
485,0.155680738,60.25412475,51.72090176,ZnO
486,0.155681188,60.29905167,58.78013381,ZnO
487,0.155681639,60.34541726,57.09937151,ZnO
488,0.155682089,60.39328879,51.78622613,ZnO
489,0.15568254,60.44273353,56.1929636,ZnO
490,0.15568299,60.49381875,57.61382087,ZnO
491,0.155652554,60.54659116,62.30554395,ZnO
492,0.155622118,60.60094587,66.44970218,ZnO
493,0.155591681,60.65671018,57.63553866,ZnO
494,0.155561245,60.71371107,55.01306934,ZnO
495,0.155530809,60.77177551,70.01966508,ZnO
496,0.155500373,60.8307305,81.82341447,ZnO
497,0.155469937,60.890403,58.9648184,ZnO
498,0.1554395,60.95062001,45.88890652,ZnO
499,0.155409064,61.01120849,55.67953161,ZnO
500,0.155378628,61.07199544,61.29886272,ZnO
501,0.155425692,61.13280782,53.51866401,ZnO
502,0.155472757,61.19347263,48.07124569,ZnO
503,0.155519821,61.25381683,52.78590835,ZnO
504,0.155566886,61.31366742,48.1045534,ZnO
505,0.15561395,61.37285137,55.75459314,ZnO
506,0.155661014,61.43119566,66.41557755,ZnO
507,0.155708079,61.48852728,61.38791425,ZnO
508,0.155755143,61.54467319,44.4376203,ZnO
509,0.155802208,61.59946039,43.65719131,ZnO
510,0.155849272,61.65271586,54.68881346,ZnO
511,0.155674606,61.70429719,53.77374209,ZnO
512,0.155499941,61.7542453,58.62338312,ZnO
513,0.155325275,61.80266893,53.80990665,ZnO
514,0.155150609,61.84967694,42.3653791,ZnO
515,0.154975943,61.8953782,53.98429704,ZnO
516,0.154801277,61.93988158,62.44488205,ZnO
517,0.154626611,61.98329593,55.62101432,ZnO
518,0.154451945,62.02573012,45.48340291,ZnO
519,0.15427728,62.06729301,49.89961343,ZnO
520,0.154102614,62.10809347,62.4292154,ZnO
521,0.155099864,62.14824036,51.21169925,ZnO
522,0.156097115,62.18784254,46.0450965,ZnO
523,0.157094365,62.22700889,57.1352003,ZnO
524,0.158091616,62.26584825,54.07975016,ZnO
525,0.159088867,62.30446949,51.03551973,ZnO
526,0.160086117,62.34298149,49.97567957,ZnO
527,0.161083368,62.3814931,48.80597718,ZnO
528,0.162080618,62.42011318,52.84610348,ZnO
529,0.163077869,62.4589506,39.71416671,ZnO
530,0.164075119,62.49811423,39.02661648,ZnO
531,0.165925951,62.53771292,61.08644967,ZnO
532,0.167776782,62.57785554,60.71309599,ZnO
533,0.169627614,62.61865095,66.97277255,ZnO
534,0.171478446,62.66020803,61.92119456,ZnO
535,0.173329277,62.70263562,46.28255985,ZnO
536,0.175180109,62.7460426,43.98812023,ZnO
537,0.17703094,62.79053782,51.46156988,ZnO
538,0.178881772,62.83622729,48.1828572,ZnO
539,0.180732604,62.88313605,57.21269019,ZnO
540,0.182583435,62.93119897,66.75720854,ZnO
541,0.174101591,62.98034617,49.14488749,ZnO
542,0.165619747,63.03050776,55.57132408,ZnO
543,0.157137902,63.08161387,67.80007207,ZnO
544,0.148656058,63.13359462,53.26558164,ZnO
545,0.140174214,63.18638013,39.60898596,ZnO
546,0.13169237,63.23990052,39.2692111,ZnO
547,0.123210525,63.29408591,55.88095598,ZnO
548,0.114728681,63.34886642,59.38143307,ZnO
549,0.106246837,63.40417218,46.69119891,ZnO
550,0.097764993,63.45993331,47.07362834,ZnO
551,0.089834376,63.51607992,58.6613165,ZnO
552,0.08190376,63.57254214,57.79440368,ZnO
553,0.073973143,63.62925009,55.14835517,ZnO
554,0.066042526,63.68613389,57.02457739,ZnO
555,0.05811191,63.74312367,55.80894208,ZnO
556,0.050181293,63.80014953,64.17086204,ZnO
557,0.042250677,63.85714161,68.4071684,ZnO
558,0.03432006,63.91403003,64.0014129,ZnO
559,0.026389444,63.9707449,55.49798343,ZnO
560,0.018458827,64.02721635,67.7028565,ZnO
561,0.017087371,64.0833745,66.75899577,ZnO
562,0.015715915,64.13914947,50.64148116,ZnO
563,0.014344459,64.19447139,54.55619125,ZnO
564,0.012973003,64.24927036,57.03088598,ZnO
565,0.011601547,64.30347652,46.25457808,ZnO
566,0.010230091,64.35701998,43.74424997,ZnO
567,0.008858635,64.40983087,61.30815927,ZnO
568,0.007487179,64.46183931,60.36054017,ZnO
569,0.006115723,64.51297542,55.20395043,ZnO
570,0.004744267,64.56316932,58.50343396,ZnO
571,0.004570239,64.61235139,55.63121212,ZnO
572,0.004396212,64.66048967,57.28825435,ZnO
573,0.004222185,64.70762814,61.61149395,ZnO
574,0.004048158,64.75381994,58.39303658,ZnO
575,0.00387413,64.79911822,52.95360551,ZnO
576,0.003700103,64.84357611,58.07736545,ZnO
577,0.003526076,64.88724676,65.11131659,ZnO
578,0.003352049,64.93018332,68.76188413,ZnO
579,0.003178022,64.97243891,72.50760254,ZnO
580,0.003003994,65.01406669,67.54032329,ZnO
581,0.002891008,65.05511979,61.87264398,ZnO
582,0.002778022,65.09565136,72.79013496,ZnO
583,0.002665035,65.13571453,63.01784131,ZnO
584,0.002552049,65.17536245,49.4626595,ZnO
585,0.002439062,65.21464827,67.54559214,ZnO
586,0.002326076,65.25362512,63.02447732,ZnO
587,0.00221309,65.29234614,61.13098252,ZnO
588,0.002100103,65.33086447,58.261488,ZnO
589,0.001987117,65.36923326,51.33695325,ZnO
590,0.001874131,65.40750565,47.68421297,ZnO
591,0.001823639,65.44573478,65.68537669,ZnO
592,0.001773147,65.4839738,69.22926199,ZnO
593,0.001722655,65.52227583,65.98038042,ZnO
594,0.001672163,65.56069403,60.91402816,ZnO
595,0.001621672,65.59928153,51.09607137,ZnO
596,0.00157118,65.63809149,42.63656367,ZnO
597,0.001520688,65.67717703,45.69370093,ZnO
598,0.001470196,65.7165913,46.42815275,ZnO
599,0.001419704,65.75638744,37.32924572,ZnO
600,0.001369212,65.7966186,47.1021436,ZnO
601,0.001361177,65.83733791,51.75928199,ZnO
602,0.001353142,65.87859852,41.53324803,ZnO
603,0.001345108,65.92045357,48.96625505,ZnO
604,0.001337073,65.96295619,51.4905534,ZnO
605,0.001329038,66.00615954,50.49784352,ZnO
606,0.001321003,66.05011675,64.58023384,ZnO
607,0.001312968,66.09487872,55.28669673,ZnO
608,0.001304933,66.14044963,46.83912707,ZnO
609,0.001296898,66.1867895,45.43910186,ZnO
610,0.001288863,66.23385661,57.89216458,ZnO
611,0.001292544,66.28160926,61.54091243,ZnO
612,0.001296224,66.33000571,50.75730652,ZnO
613,0.001299905,66.37900427,53.06497771,ZnO
614,0.001303585,66.42856322,60.14932657,ZnO
615,0.001307266,66.47864084,52.67777737,ZnO
616,0.001310946,66.52919542,50.96995523,ZnO
617,0.001314627,66.58018524,60.09305969,ZnO
618,0.001318307,66.6315686,70.11128602,ZnO
619,0.001321988,66.68330378,57.2551336,ZnO
620,0.001325669,66.73534905,49.24180594,ZnO
621,0.00132304,66.78766272,59.34688492,ZnO
622,0.001320411,66.84020306,60.76813155,ZnO
623,0.001317783,66.89292836,42.84202443,ZnO
624,0.001315154,66.94579692,56.84520979,ZnO
625,0.001312526,66.998767,74.52733745,ZnO
626,0.001309897,67.0517969,70.93750246,ZnO
627,0.001307268,67.10484491,55.76964834,ZnO
628,0.00130464,67.15786931,48.10924443,ZnO
629,0.001302011,67.21082839,54.55343613,ZnO
630,0.001299383,67.26368043,55.67936753,ZnO
631,0.001294964,67.31638372,62.47709726,ZnO
632,0.001290544,67.36889654,47.87904927,ZnO
633,0.001286125,67.42117719,57.67765891,ZnO
634,0.001281706,67.47318394,60.12846195,ZnO
635,0.001277287,67.52487509,53.82601332,ZnO
636,0.001272868,67.57620892,52.81711129,ZnO
637,0.001268449,67.62714371,42.13335957,ZnO
638,0.00126403,67.67763775,57.55207203,ZnO
639,0.001259611,67.72764933,70.03059653,ZnO
640,0.001255192,67.77713673,75.2742375,ZnO
641,0.00125849,67.82605824,69.40575402,ZnO
642,0.001261789,67.87437215,54.00903042,ZnO
643,0.001265088,67.92203674,61.62758313,ZnO
644,0.001268387,67.96901033,63.57112116,ZnO
645,0.001271686,68.01526936,64.47338949,ZnO
646,0.001274985,68.06083733,73.04835092,ZnO
647,0.001278284,68.1057453,58.35751317,ZnO
648,0.001281583,68.15002431,62.33773358,ZnO
649,0.001284882,68.19370542,56.84869576,ZnO
650,0.001288181,68.23681968,64.93232818,ZnO
651,0.001295019,68.27939814,70.50873821,ZnO
652,0.001301857,68.32147185,63.94045843,ZnO
653,0.001308695,68.36307187,54.71257203,ZnO
654,0.001315533,68.40422925,57.27654797,ZnO
655,0.001322372,68.44497503,47.47161399,ZnO
656,0.00132921,68.48534028,47.34055413,ZnO
657,0.001336048,68.52535604,40.31840626,ZnO
658,0.001342886,68.56505336,38.94367382,ZnO
659,0.001349724,68.6044633,43.21247167,ZnO
660,0.001356563,68.64361691,58.66343347,ZnO
661,0.001357378,68.68254524,50.39599009,ZnO
662,0.001358193,68.72127934,71.49185477,ZnO
663,0.001359008,68.75985027,61.8915832,ZnO
664,0.001359823,68.79828907,52.63981261,ZnO
665,0.001360638,68.8366268,35.33334741,ZnO
666,0.001361453,68.87489451,48.86269596,ZnO
667,0.001362268,68.91312326,59.94555076,ZnO
668,0.001363083,68.95134409,53.41680682,ZnO
669,0.001363898,68.98958805,49.21676921,ZnO
670,0.001364713,69.02788579,63.05554579,ZnO
671,0.001363025,69.06625187,52.69470474,ZnO
672,0.001361337,69.10467988,51.52701676,ZnO
673,0.001359649,69.14316201,54.74184067,ZnO
674,0.001357961,69.18169045,57.88843215,ZnO
675,0.001356273,69.22025738,61.9753968,ZnO
676,0.001354585,69.258855,55.37202366,ZnO
677,0.001352897,69.29747549,52.03123142,ZnO
678,0.001351209,69.33611104,45.751555,ZnO
679,0.001349521,69.37475383,45.66839353,ZnO
680,0.001347833,69.41339606,46.18297691,ZnO
681,0.001349951,69.45202991,65.42506179,ZnO
682,0.001352068,69.49064758,56.86747673,ZnO
683,0.001354185,69.52924124,49.27025593,ZnO
684,0.001356303,69.56780309,55.0407802,ZnO
685,0.00135842,69.60632531,51.87604332,ZnO
686,0.001360537,69.64480009,41.61999768,ZnO
687,0.001362655,69.68321963,57.62588715,ZnO
688,0.001364772,69.7215761,58.03843892,ZnO
689,0.00136689,69.7598617,43.61420401,ZnO
690,0.001369007,69.79806861,62.20287382,ZnO
691,0.001371305,69.83618902,73.80953244,ZnO
692,0.001373603,69.87421513,67.7019797,ZnO
693,0.001375901,69.91213911,52.9891631,ZnO
694,0.001378199,69.94995315,50.1895482,ZnO
695,0.001380497,69.98764945,54.29369319,ZnO
696,0.001382795,70.02522018,65.05247787,ZnO
697,0.001385093,70.06265755,50.4771627,ZnO
698,0.001387391,70.09995687,60.38863634,ZnO
699,0.001389689,70.13712641,52.4909103,ZnO
700,0.001391987,70.17417776,27.66209118,ZnO
701,0.001389784,70.21112252,61.66973308,ZnO
702,0.001387581,70.24797229,51.80579054,ZnO
703,0.001385377,70.28473864,72.40523177,ZnO
704,0.001383174,70.32143319,75.67940015,ZnO
705,0.00138097,70.35806752,56.91259548,ZnO
706,0.001378767,70.39465323,65.65697456,ZnO
707,0.001376564,70.43120192,58.68590261,ZnO
708,0.00137436,70.46772517,46.74861948,ZnO
709,0.001372157,70.50423459,63.05343355,ZnO
710,0.001369954,70.54074176,67.65839868,ZnO
711,0.001366688,70.57725828,62.006837,ZnO
712,0.001363423,70.61379575,61.76578399,ZnO
713,0.001360158,70.65036575,56.76346631,ZnO
714,0.001356892,70.68697989,57.08944439,ZnO
715,0.001353627,70.72364976,49.25717386,ZnO
716,0.001350361,70.76038696,51.60189604,ZnO
717,0.001347096,70.79720307,54.75034441,ZnO
718,0.001343831,70.83410969,70.11676866,ZnO
719,0.001340565,70.87111842,49.19291001,ZnO
720,0.0013373,70.90824085,53.7625388,ZnO
721,0.001336008,70.94548857,53.95669031,ZnO
722,0.001334717,70.98287318,64.81564458,ZnO
723,0.001333425,71.02040628,56.57138181,ZnO
724,0.001332134,71.05809945,45.44087687,ZnO
725,0.001330843,71.0959643,39.99793279,ZnO
726,0.001329551,71.13401241,44.77949663,ZnO
727,0.00132826,71.17225539,58.74882335,ZnO
728,0.001326968,71.21070482,56.6663161,ZnO
729,0.001325677,71.2493723,53.82798896,ZnO
730,0.001324385,71.28826942,45.8440882,ZnO
731,0.001323018,71.32740779,63.73974127,ZnO
732,0.00132165,71.36679898,45.13125889,ZnO
733,0.001320283,71.40645461,41.85900446,ZnO
734,0.001318916,71.44638567,45.52787624,ZnO
735,0.001317548,71.48658547,38.64803922,ZnO
736,0.001316181,71.52702692,61.22791959,ZnO
737,0.001314813,71.56768178,62.33798299,ZnO
738,0.001313446,71.60852179,58.93306219,ZnO
739,0.001312078,71.64951872,54.61732297,ZnO
740,0.001310711,71.69064433,41.25585019,ZnO
741,0.001307474,71.73187038,53.43433087,ZnO
742,0.001304237,71.77316863,52.93415104,ZnO
743,0.001300999,71.81451084,60.54411072,ZnO
744,0.001297762,71.85586877,49.55242459,ZnO
745,0.001294525,71.89721418,67.4603313,ZnO
746,0.001291288,71.93851882,52.08489529,ZnO
747,0.00128805,71.97975446,66.22044905,ZnO
748,0.001284813,72.02089286,47.16582631,ZnO
749,0.001281576,72.06190577,50.50155648,ZnO
750,0.001278339,72.10276496,37.68463658,ZnO
751,0.001275122,72.14344218,38.52344082,ZnO
752,0.001271906,72.1839092,44.19083141,ZnO
753,0.00126869,72.22413777,41.94866455,ZnO
754,0.001265473,72.26409966,51.07504725,ZnO
755,0.001262257,72.30376662,60.74469443,ZnO
756,0.001259041,72.34311041,49.92097397,ZnO
757,0.001255824,72.3821028,58.7376563,ZnO
758,0.001252608,72.42071553,63.79552558,ZnO
759,0.001249391,72.45892038,55.67644567,ZnO
760,0.001246175,72.4966891,53.16880689,ZnO
761,0.001244953,72.53399346,55.55921504,ZnO
762,0.001243731,72.5708052,45.13809188,ZnO
763,0.001242509,72.60709609,43.17808566,ZnO
764,0.001241287,72.64283789,40.02939517,ZnO
765,0.001240064,72.67800236,49.95259292,ZnO
766,0.001238842,72.71256126,68.59130713,ZnO
767,0.00123762,72.74648635,58.17942526,ZnO
768,0.001236398,72.77974939,31.78895017,ZnO
769,0.001235176,72.81232429,39.25359984,ZnO
770,0.001233954,72.8442229,54.34095428,ZnO
771,0.001242259,72.8754893,39.76042669,ZnO
772,0.001250564,72.90616864,46.21306207,ZnO
773,0.001258869,72.93630605,54.22815389,ZnO
774,0.001267175,72.96594665,53.25274252,ZnO
775,0.00127548,72.9951356,44.36901561,ZnO
776,0.001283785,73.02391802,53.03486113,ZnO
777,0.00129209,73.05233904,52.29561613,ZnO
778,0.001300396,73.08044381,73.48912367,ZnO
779,0.001308701,73.10827745,51.83328887,ZnO
780,0.001317006,73.1358851,37.43074419,ZnO
781,0.001316989,73.1633119,54.86620068,ZnO
782,0.001316971,73.19060297,37.58909721,ZnO
783,0.001316954,73.21780346,43.74802658,ZnO
784,0.001316937,73.2449585,56.88144729,ZnO
785,0.00131692,73.27211322,49.65160199,ZnO
786,0.001316902,73.29931275,43.66924692,ZnO
787,0.001316885,73.32660224,56.83147082,ZnO
788,0.001316868,73.35402682,71.02814647,ZnO
789,0.00131685,73.38163161,61.63792143,ZnO
790,0.001316833,73.40946176,76.85181629,ZnO
791,0.001317727,73.4375624,64.63702148,ZnO
792,0.001318621,73.46597867,52.61066378,ZnO
793,0.001319514,73.49475569,34.63665726,ZnO
794,0.001320408,73.52393861,58.46998471,ZnO
795,0.001321302,73.55356714,26.77133226,ZnO
796,0.001322196,73.58364282,58.31650841,ZnO
797,0.001323089,73.61415067,53.02336417,ZnO
798,0.001323983,73.64507569,73.58324263,ZnO
799,0.001324877,73.67640286,65.11120424,ZnO
800,0.00132577,73.70811716,40.62220429,ZnO
